1	0
0.999342156	0.001
0.997370183	0.002
0.994088749	0.003
0.989505621	0.004
0.983631643	0.005
0.976480704	0.006
0.968069699	0.007
0.958418482	0.008
0.947549812	0.009
0.935489284	0.01
0.922265262	0.011
0.907908797	0.012
0.892453542	0.013
0.875935652	0.014
0.858393691	0.015
0.839868518	0.016
0.820403175	0.017
0.800042767	0.018
0.778834335	0.019
0.756826729	0.02
0.734070466	0.021
0.710617598	0.022
0.68652156	0.023
0.66183703	0.024
0.636619772	0.025
0.610926489	0.026
0.584814662	0.027
0.558342398	0.028
0.531568269	0.029
0.504551152	0.03
0.477350076	0.031
0.450024056	0.032
0.422631939	0.033
0.395232244	0.034
0.367883011	0.035
0.340641643	0.036
0.313564758	0.037
0.286708041	0.038
0.2601261	0.039
0.233872321	0.04
0.207998739	0.041
0.182555901	0.042
0.157592742	0.043
0.13315646	0.044
0.109292405	0.045
0.086043967	0.046
0.063452473	0.047
0.041557091	0.048
0.020394738	0.049
-6.67792E-16	0.05
-0.019594944	0.051
-0.038360392	0.052
-0.056269174	0.053
-0.073296713	0.054
-0.089421058	0.055
-0.104622933	0.056
-0.118885752	0.057
-0.132195653	0.058
-0.144541497	0.059
-0.155914881	0.06
-0.166310129	0.061
-0.175724283	0.062
-0.18415708	0.063
-0.191610924	0.064
-0.198090852	0.065
-0.203604489	0.066
-0.208162	0.067
-0.211776027	0.068
-0.214461629	0.069
-0.216236208	0.07
-0.217119434	0.071
-0.217133155	0.072
-0.216301313	0.073
-0.214649848	0.074
-0.212206591	0.075
-0.209001167	0.076
-0.205064882	0.077
-0.200430604	0.078
-0.195132656	0.079
-0.189206682	0.08
-0.182689535	0.081
-0.175619144	0.082
-0.168034385	0.083
-0.159974956	0.084
-0.15148124	0.085
-0.142594176	0.086
-0.133355127	0.087
-0.123805745	0.088
-0.113987841	0.089
-0.103943254	0.09
-0.093713718	0.091
-0.083340738	0.092
-0.072865461	0.093
-0.062328556	0.094
-0.051770086	0.095
-0.041229401	0.096
-0.030745013	0.097
-0.020354494	0.098
-0.010094365	0.099
6.67792E-16	0.1
0.009894477	0.101
0.019556278	0.102
0.028954041	0.103
0.038057908	0.104
0.046839602	0.105
0.055272493	0.106
0.063331663	0.107
0.070993962	0.108
0.078238058	0.109
0.08504448	0.11
0.091395657	0.111
0.097275943	0.112
0.102671646	0.113
0.107571045	0.114
0.111964395	0.115
0.115843934	0.116
0.11920388	0.117
0.122040422	0.118
0.124351701	0.119
0.126137788	0.12
0.127400659	0.121
0.128144157	0.122
0.12837395	0.123
0.12809749	0.124
0.127323954	0.125
0.126064196	0.126
0.124330676	0.127
0.1221374	0.128
0.119499843	0.129
0.116434881	0.13
0.112960705	0.131
0.109096741	0.132
0.104863564	0.133
0.100282808	0.134
0.095377077	0.135
0.090169847	0.136
0.084685373	0.137
0.078948591	0.138
0.072985021	0.139
0.066820663	0.14
0.060481903	0.141
0.053995407	0.142
0.047388027	0.143
0.040686696	0.144
0.033918333	0.145
0.027109743	0.146
0.020287525	0.147
0.013477975	0.148
0.006706994	0.149
-7.14912E-16	0.15
-0.00661816	0.151
-0.013123292	0.152
-0.019491936	0.153
-0.025701445	0.154
-0.031730053	0.155
-0.03755695	0.156
-0.043162343	0.157
-0.048527518	0.158
-0.053634895	0.159
-0.05846808	0.16
-0.063011912	0.161
-0.067252504	0.162
-0.071177276	0.163
-0.074774995	0.164
-0.07803579	0.165
-0.080951182	0.166
-0.083514096	0.167
-0.085718868	0.168
